Result,Season,Team1,Team2,deltaSeed,Team1_Seed,Team2_Seed,deltamOrd,Team1_mOrd,Team2_mOrd,Team1_Wins,Team2_Wins,deltaWins,Team1_Losses,Team2_Losses,deltaLosses,Team1_PointsScored,Team2_PointsScored,deltaPointsScored,Team1_FGM,Team2_FGM,deltaFGM,Team1_FGA,Team2_FGA,deltaFGA,Team1_FGM3,Team2_FGM3,deltaFGM3,Team1_FGA3,Team2_FGA3,deltaFGA3,Team1_FTM,Team2_FTM,deltaFTM,Team1_FTA,Team2_FTA,deltaFTA,Team1_OR,Team2_OR,deltaOR,Team1_DR,Team2_DR,deltaDR,Team1_AST,Team2_AST,deltaAST,Team1_TO,Team2_TO,deltaTO,Team1_Stl,Team2_Stl,deltaStl,Team1_Blk,Team2_Blk,deltaBlk,Team1_PF,Team2_PF,deltaPF,Team1_NumOT,Team2_NumOT,deltaNumOT,Team1_WinPercent,Team2_WinPercent,deltaWinPercent,Team1_FGPercent,Team2_FGPercent,deltaFGPercent,Team1_FTPercent,Team2_FTPercent,deltaFTPercent
0,2003,1411,1421,0,16,16,-19.0,211.0,230.0,18,13,5,12.0,16.0,-4.0,72.8,71.20689655172414,1.5931034482758548,24.733333333333334,24.379310344827587,0.3540229885057471,55.266666666666666,56.793103448275865,-1.526436781609199,5.933333333333334,6.482758620689655,-0.5494252873563212,18.5,18.0,0.5,17.4,15.96551724137931,1.434482758620689,28.066666666666666,20.93103448275862,7.135632183908047,13.166666666666666,12.275862068965518,0.8908045977011483,24.8,23.17241379310345,1.6275862068965523,14.2,13.03448275862069,1.165517241379309,15.233333333333333,16.20689655172414,-0.9735632183908063,6.433333333333334,7.068965517241379,-0.6356321839080454,2.2333333333333334,3.0,-0.7666666666666666,18.3,19.103448275862068,-0.8034482758620669,0.03333333333333333,0.1724137931034483,-0.13908045977011496,0.6,0.4482758620689655,0.15172413793103445,0.4475271411338963,0.42926533090467517,0.01826181022922113,0.6199524940617577,0.7627677100494235,-0.14281521598766578
1,2003,1112,1436,-15,1,16,-132.0,1.6666666666666667,133.66666666666666,25,19,6,3.0,10.0,-7.0,85.21428571428571,67.79310344827586,17.42118226600985,30.321428571428573,24.82758620689655,5.493842364532021,65.71428571428571,55.86206896551724,9.85221674876847,7.035714285714286,5.275862068965517,1.7598522167487687,20.071428571428573,15.482758620689655,4.588669950738918,17.535714285714285,12.862068965517242,4.673645320197043,25.0,19.551724137931036,5.448275862068964,15.178571428571429,12.96551724137931,2.213054187192119,27.642857142857142,25.724137931034484,1.9187192118226584,17.642857142857142,14.206896551724139,3.4359605911330036,14.785714285714286,14.068965517241379,0.7167487684729075,8.464285714285714,6.862068965517241,1.6022167487684724,4.214285714285714,2.9655172413793105,1.248768472906404,17.75,15.89655172413793,1.8534482758620694,0.07142857142857142,0.06896551724137931,0.0024630541871921152,0.8928571428571429,0.6551724137931034,0.23768472906403948,0.46141304347826095,0.4444444444444445,0.01696859903381648,0.7014285714285714,0.6578483245149912,0.0435802469135802
1,2003,1113,1272,3,10,7,12.333333333333332,38.666666666666664,26.333333333333332,18,23,-5,11.0,6.0,5.0,75.96551724137932,74.51724137931035,1.448275862068968,27.20689655172414,26.275862068965516,0.9310344827586228,56.89655172413793,60.0,-3.103448275862071,4.0,7.0,-3.0,12.586206896551724,20.06896551724138,-7.482758620689657,17.551724137931036,14.96551724137931,2.586206896551726,26.20689655172414,22.896551724137932,3.3103448275862064,13.689655172413794,14.068965517241379,-0.3793103448275854,23.310344827586206,25.96551724137931,-2.655172413793103,15.551724137931034,16.620689655172413,-1.068965517241379,14.0,13.793103448275861,0.2068965517241388,5.206896551724138,7.379310344827586,-2.1724137931034484,4.241379310344827,5.068965517241379,-0.8275862068965516,19.413793103448278,18.75862068965517,0.6551724137931068,0.06896551724137931,0.034482758620689655,0.034482758620689655,0.6206896551724138,0.7931034482758621,-0.1724137931034483,0.4781818181818182,0.4379310344827586,0.0402507836990596,0.6697368421052632,0.6536144578313252,0.016122384273937973
1,2003,1141,1166,5,11,6,40.33333333333333,57.666666666666664,17.333333333333332,23,29,-6,6.0,4.0,2.0,79.34482758620689,79.24242424242425,0.10240334378264038,26.620689655172413,28.696969696969695,-2.0762800417972826,52.689655172413794,57.45454545454545,-4.76489028213166,6.827586206896552,7.96969696969697,-1.1421107628004181,17.93103448275862,20.484848484848484,-2.553814002089865,19.275862068965516,13.878787878787879,5.397074190177637,25.17241379310345,20.03030303030303,5.142110762800417,10.586206896551724,10.878787878787879,-0.2925809822361547,23.275862068965516,23.181818181818183,0.09404388714733258,15.620689655172415,16.818181818181817,-1.197492163009402,18.24137931034483,13.363636363636363,4.877742946708466,7.103448275862069,8.393939393939394,-1.290491118077325,4.0,4.454545454545454,-0.45454545454545414,20.96551724137931,17.272727272727273,3.6927899686520362,0.0,0.030303030303030304,-0.030303030303030304,0.7931034482758621,0.8787878787878788,-0.08568443051201668,0.5052356020942408,0.4994725738396624,0.005763028254578362,0.7657534246575342,0.6928895612708018,0.07286386338673234
1,2003,1143,1301,-1,8,9,-35.333333333333336,34.666666666666664,70.0,21,18,3,8.0,12.0,-4.0,74.48275862068965,72.4,2.0827586206896456,27.344827586206897,24.333333333333332,3.0114942528735646,58.724137931034484,53.333333333333336,5.390804597701148,6.413793103448276,7.966666666666667,-1.552873563218391,17.03448275862069,22.5,-5.46551724137931,13.379310344827585,15.766666666666667,-2.387356321839082,19.517241379310345,20.466666666666665,-0.9494252873563198,11.241379310344827,9.733333333333333,1.508045977011495,24.379310344827587,22.033333333333335,2.345977011494252,16.0,14.666666666666666,1.333333333333334,14.172413793103448,14.2,-0.02758620689655089,6.551724137931035,7.766666666666667,-1.214942528735632,2.793103448275862,3.066666666666667,-0.2735632183908048,17.103448275862068,18.666666666666668,-1.5632183908046002,0.10344827586206896,0.03333333333333333,0.07011494252873562,0.7241379310344828,0.6,0.12413793103448278,0.46564885496183206,0.45624999999999993,0.009398854961832126,0.6855123674911661,0.7703583061889252,-0.08484593869775914
0,2003,1140,1163,7,12,5,-16.0,19.0,35.0,23,21,2,8.0,9.0,-1.0,72.45161290322581,80.03333333333333,-7.581720430107524,24.032258064516128,29.533333333333335,-5.501075268817207,51.25806451612903,62.2,-10.94193548387097,6.193548387096774,6.066666666666666,0.1268817204301076,16.129032258064516,15.7,0.4290322580645167,18.193548387096776,14.9,3.2935483870967754,24.161290322580644,22.1,2.0612903225806427,10.870967741935484,14.766666666666667,-3.8956989247311835,24.419354838709676,27.9,-3.4806451612903224,13.419354838709678,15.633333333333333,-2.213978494623655,13.741935483870968,15.8,-2.0580645161290327,6.935483870967742,5.933333333333334,1.0021505376344084,2.5161290322580645,7.733333333333333,-5.2172043010752684,21.419354838709676,18.4,3.0193548387096776,0.03225806451612903,0.03333333333333333,-0.0010752688172043015,0.7419354838709677,0.7,0.041935483870967794,0.4688483322844556,0.47481243301178994,-0.005964100727334332,0.7530040053404541,0.67420814479638,0.07879586054407406
0,2003,1161,1181,11,14,3,104.33333333333334,120.66666666666667,16.333333333333332,17,24,-7,13.0,6.0,7.0,74.0,81.96666666666667,-7.966666666666669,26.4,27.366666666666667,-0.9666666666666686,52.1,60.333333333333336,-8.233333333333334,4.2,7.333333333333333,-3.133333333333333,11.566666666666666,20.6,-9.033333333333335,17.0,19.9,-2.8999999999999986,24.266666666666666,28.066666666666666,-3.8000000000000007,10.8,13.766666666666667,-2.966666666666667,23.466666666666665,23.1,0.3666666666666636,15.5,13.833333333333334,1.666666666666666,16.133333333333333,14.033333333333333,2.0999999999999996,5.333333333333333,8.5,-3.166666666666667,4.233333333333333,5.133333333333334,-0.9000000000000004,20.566666666666666,21.266666666666666,-0.6999999999999993,0.03333333333333333,0.06666666666666667,-0.03333333333333333,0.5666666666666667,0.8,-0.2333333333333334,0.5067178502879078,0.45359116022099444,0.053126690066913396,0.7005494505494506,0.7090261282660332,-0.008476677716582559
0,2003,1153,1211,-1,8,9,-6.0000000000000036,31.333333333333332,37.333333333333336,17,23,-6,11.0,8.0,3.0,67.32142857142857,77.06451612903226,-9.743087557603687,22.892857142857142,26.06451612903226,-3.1716589861751174,56.67857142857143,55.45161290322581,1.2269585253456228,6.678571428571429,7.161290322580645,-0.4827188940092162,19.5,19.06451612903226,0.4354838709677402,14.857142857142858,17.774193548387096,-2.9170506912442384,21.535714285714285,24.64516129032258,-3.1094470046082954,12.142857142857142,11.935483870967742,0.20737327188940036,23.392857142857142,25.322580645161292,-1.9297235023041495,12.285714285714286,15.741935483870968,-3.4562211981566815,10.607142857142858,14.548387096774194,-3.9412442396313363,5.178571428571429,6.806451612903226,-1.6278801843317972,4.25,3.5161290322580645,0.7338709677419355,18.964285714285715,18.64516129032258,0.31912442396313523,0.0,0.0967741935483871,-0.0967741935483871,0.6071428571428571,0.7419354838709677,-0.13479262672811065,0.40390674228103335,0.4700407213496219,-0.06613397906858853,0.6898839137645109,0.7212041884816753,-0.031320274717164476
1,2003,1228,1443,-9,4,13,-34.66666666666667,16.333333333333332,51.0,24,23,1,6.0,8.0,-2.0,75.43333333333334,73.09677419354838,2.3365591397849528,27.1,25.70967741935484,1.3903225806451616,55.8,55.903225806451616,-0.1032258064516185,7.433333333333334,7.709677419354839,-0.2763440860215054,20.166666666666668,21.032258064516128,-0.8655913978494603,13.8,13.96774193548387,-0.1677419354838694,19.1,21.096774193548388,-1.9967741935483865,9.733333333333333,12.161290322580646,-2.4279569892473134,25.4,23.258064516129032,2.1419354838709666,18.266666666666666,14.193548387096774,4.073118279569892,13.166666666666666,15.161290322580646,-1.9946236559139798,7.0,7.064516129032258,-0.06451612903225801,3.1,3.5483870967741935,-0.4483870967741934,19.133333333333333,18.451612903225808,0.681720430107525,0.0,0.03225806451612903,-0.03225806451612903,0.8,0.7419354838709677,0.058064516129032295,0.485663082437276,0.4598961338718984,0.02576694856537759,0.7225130890052356,0.6620795107033638,0.06043357830187179
1,2003,1242,1429,-13,2,15,-71.66666666666666,5.666666666666667,77.33333333333333,23,22,1,7.0,8.0,-1.0,81.33333333333333,65.96666666666667,15.36666666666666,30.233333333333334,23.7,6.533333333333335,62.3,51.93333333333333,10.366666666666667,4.8,4.033333333333334,0.7666666666666657,14.133333333333333,12.133333333333333,2.0,16.066666666666666,14.533333333333333,1.5333333333333332,24.133333333333333,20.233333333333334,3.8999999999999986,14.3,12.633333333333333,1.6666666666666679,26.9,22.366666666666667,4.533333333333331,16.73333333333333,13.9,2.8333333333333304,14.9,12.233333333333333,2.666666666666668,10.133333333333333,5.066666666666666,5.066666666666666,4.9,1.9999999999999998,2.9000000000000004,16.7,16.1,0.5999999999999979,0.0,0.06666666666666667,-0.06666666666666667,0.7666666666666667,0.7333333333333333,0.03333333333333344,0.4852862493311932,0.45635430038510916,0.02893194894608403,0.6657458563535912,0.7182866556836902,-0.05254079933009903
